register,variable_name,documented_name,unit,data_type,values,read_interval,writable,adjustments,note
3189,,BmsMaxVoltCellNo,,,,,,,BmsMaxVoltCellNo
3190,,BmsMinVoltCellNo,,,,,,,BmsMinVoltCellNo
3191,,BmsBatteryAvgTemp,,,,,,,BmsBatteryAvgTemp
3192,,BmsMaxCellTemp,0.1?C,,,,,,BmsMaxCellTemp
3193,,BmsBatteryAvgTemp,0.1?C,,,,,,BmsBatteryAvgTemp
3194,,BmsMaxCellTemp,,,,,,,BmsMaxCellTemp
3195,,BmsBatteryAvgTemp,,,,,,,BmsBatteryAvgTemp
3196,,BmsMaxSOC,1.00%,,,,,,BmsMaxSOC
3197,,BmsMinSOC,1.00%,,,,,,BmsMinSOC
3198,,ParallelBatteryNum,,,,,,,ParallelBatteryNum
3199,,BmsDerateReason,,,,,,,BmsDerateReason
3200,,BmsGaugeFCC_Ah,,,,,,,BmsGaugeFCC(Ah)
3201,,BmsGaugeRM_Ah,,,,,,,BmsGaugeRM(Ah)
3202,,BmsError,,,,,,,BMS Protect1
3203,,BmsWarn,,,,,,,BMSWarn1
3204,,BmsFault,,,,,,,BMS Fault1
3205,,BmsFault2,,,,,,,BMS Fault2
3210,,BatIsoStatus,,,,,,,Battery ISO detection status
3211,,BattNeedCharge RequestFlag,"bit0:1: Prohibit chargin g 2 bit8:1: Dischar ge is prohibit ed, 0: allow discharg e bit9:1: Turn on power reductio n 0: turn off power reductio n;",,,,,,battery work request; 0: Allow the chargin g bit1:1: Enable strong charge
3212,,BMS_Status,,,R,,,,battery working status
3213,,BmsError2,1,,R,,,,BMS Protect2
3214,,BmsWarn2,1,,R,,,,BMS Warn2
3215,,BMS_SOC,1.00%,,R,,,,BMS SOC
3216,,BMS_BatteryVolt,0.01V,,R,,,,BMS BatteryVolt
3217,,BMS_BatteryCurr,0.01A,,R,,,,BMS BatteryCurr
3218,,BMS_BatteryTemp,0.1?,,R,,,,battery cell maximum temperature
3219,,BMS_MaxCurr,0.01A,,R,,,,Maximum charging current
3220,,BMS_MaxDischrCurr,0.01A,,R,,,,Maximum discharge current
3221,,BMS_CycleCnt,1,,R,,,,BMSCycleCnt
3222,,BMS_SOH,1,,R,,,,BMS SOH
3223,,BMS_ChargeVoltLimit,0.01V,,R,,,,Battery charging voltage limit value
3224,,BMS_DischargeVoltLimit,,,,,,,Battery discharge voltage limit value
3225,,Bms Warn3,1,,R,,,,BMS Warn 3
3226,,Bms Error3,1,,R,,,,BMS Protect3
3227,,Reserved,,,,,,,
3228,,Reserved,,,,,,,
3229,,Reserved,,,,,,,
3230,,BMSSingleVoltMax,0.001V,,R,,,,BMS Battery SingleVoltMax
3231,,BMSSingleVoltMin,0.001V,,R,,,,BMS Battery SingleVoltMin
3232,,BatLoadVolt,0.01V,,R,,,,Battery LoadVolt; 650.00]
3234,,Debug data1,,,R,,,,Debug data1
3235,,Debug data2,,,R,,,,Debug data2
3236,,Debug data3,,,R,,,,Debug data3
3237,,Debug data4,,,R,,,,Debug data4
3238,,Debug data5,,,R,,,,Debug data5
3239,,Debug data6,,,R,,,,Debug data6
3240,,Debug data7,,,R,,,,Debug data7
3241,,Debug data8,,,R,,,,Debug data8
3242,,Debug data9,,,R,,,,Debug data9
3243,,Debug data10,,,R,,,,Debug data10
3244,,Debug data10,,,R,,,,Debug data10
3245,,Debug data12,,,R,,,,Debug data12
3246,,Debug data13,,,R,,,,Debug data13
3247,,Debug data14,,,R,,,,Debug data14
3248,,Debug data15,,,R,,,,Debug data15
3249,,Debug data16,,,R,,,,Debug data16
3250,,Pex1H,0.1W,,R,,,,PV inverter 1 output power H
3251,,Pex1L,0.1W,,R,,,,PV inverter 1 output power L
3252,,Pex2H,0.1W,,R,,,,PV inverter 2 output power H
3253,,Pex2L,0.1W,,R,,,,PV inverter 2 output power L
3254,,Eex1TodayH,0.1kWh,,R,,,,PV inverter 1 energy Today H
3255,,Eex1TodayL,0.1kWh,,R,,,,PV inverter 1 energy Today L
3256,,Eex2TodayH,0.1kWh,,R,,,,PV inverter 2 energy Today H
3257,,Eex2TodayL,0.1kWh,,R,,,,PV inverter 2 energy Today L
3258,,Eex1TotalH,0.1kWh,,R,,,,PV inverter 1 energy Total H
3259,,Eex1TotalL,0.1kWh,,R,,,,PV inverter 1 energy Total L
3260,,Eex2TotalH,0.1kWh,,R,,,,PV inverter 2 energy Total H
3261,,Eex2TotalL,0.1kWh,,R,,,,PV inverter 2 energy Total L
3262,,uwBatNo,,,R,,,,battery pack number
3263,,BatSerialNum1,,,R,,,,Battery pack serial numberSN[0]SN[1]
3264,,BatSerialNum2,,,,,,,Battery pack serial numberSN[2]SN[3]
3265,,BatSerialNum3,,,,,,,Battery pack serial numberSN[4]SN[5]
3266,,BatSerialNum4,,,,,,,Battery pack serial numberSN[6]SN[7]
3267,,BatSerialNum5,,,,,,,Battery pack serial numberSN[8]SN[9]
3268,,BatSerialNum6,,,,,,,Battery pack serial numberSN[10]SN[11]
3269,,BatSerialNum7,,,,,,,Battery pack serial numberSN[12]SN[13]
3270,,BatSerialNum8,,,,,,,Battery pack serial numberSN[14]SN[15]
3280,,bClrTodayDataFlag,,,R,,,,Clear day data flag
