register,variable_name,documented_name,unit,data_type,values,read_interval,writable,adjustments,note
5074,,BatteryMaxCellVoltage_3,0.001V,,0-65535,,R,,Maximum cell voltage
5075,,BatteryMinCellVoltage_3,0.001V,,0-65535,,R,,Minimum cell voltage
5076.b0,,BatteryMaxCellNumVoltage_3,,8bit,0-255,,R,,Cell number with maximum voltage
5076.b8,,BatteryMinCellNumVoltage_3,,8bit,0-255,,R,,Cell number with minimum voltage
5077.b0,,BatteryMaxCellNumTemp_3,,8bit,0-255,,R,,Cell number with maximum temperature
5077.b8,,BatteryMinCellNumTemp_3,,8bit,0-255,,R,,Cell number with minimum temperature
5078.b8,,BatteryFirmwareMajor_3,,8bit,0-255,,R,,Firmware major version
5078.b0,,BatteryFirmwareMinor_3,,8bit,0-255,,R,,Firmware minor version
5079-5086,,BatterySerialNumber_3,,ASCII,,,R,,Battery serial number (8 registers)
5092,,BatteryStatusHeader_4,,,0-65535,,R,,Battery status header
5093,,BatteryFullCapacity_4,Ah,,0-65535,,R,,Full rated capacity
5094,,BatteryChargeVoltageRef_4,0.1V,,0-65535,,R,,BMS charge voltage reference
5095,,BatteryChargeCurrentLimit_4,0.1A,,0-65535,,R,,BMS charge current limit
5096,,BatteryDischargeCurrentLimit_4,0.1A,,0-65535,,R,,BMS discharge current limit
5097,,BatteryDischargeVoltageCutoff_4,0.1V,,0-65535,,R,,BMS discharge voltage cutoff
5098,,BatteryVoltage_4,0.01V,,0-65535,,R,,Battery module voltage
5099,,BatteryCurrent_4,0.1A,short,-32768-32767,,R,,Battery module current
5100.b0,,BatterySOC_4,%,8bit,0-100,,R,,Battery state of charge
5100.b8,,BatterySOH_4,%,8bit,0-100,,R,,Battery state of health
5101,,BatteryCycleCount_4,,,0-65535,,R,,Charge/discharge cycle count
5102,,BatteryMaxCellTemp_4,0.1C,short,-32768-32767,,R,,Maximum cell temperature
5103,,BatteryMinCellTemp_4,0.1C,short,-32768-32767,,R,,Minimum cell temperature
5104,,BatteryMaxCellVoltage_4,0.001V,,0-65535,,R,,Maximum cell voltage
5105,,BatteryMinCellVoltage_4,0.001V,,0-65535,,R,,Minimum cell voltage
5106.b0,,BatteryMaxCellNumVoltage_4,,8bit,0-255,,R,,Cell number with maximum voltage
5106.b8,,BatteryMinCellNumVoltage_4,,8bit,0-255,,R,,Cell number with minimum voltage
5107.b0,,BatteryMaxCellNumTemp_4,,8bit,0-255,,R,,Cell number with maximum temperature
5107.b8,,BatteryMinCellNumTemp_4,,8bit,0-255,,R,,Cell number with minimum temperature
5108.b8,,BatteryFirmwareMajor_4,,8bit,0-255,,R,,Firmware major version
5108.b0,,BatteryFirmwareMinor_4,,8bit,0-255,,R,,Firmware minor version
5109-5116,,BatterySerialNumber_4,,ASCII,,,R,,Battery serial number (8 registers)
